id,StateDesc,CityName,1P:No Annual Checkup:Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,3O:Arthritis:Arthritis among adults aged >=18 Years,2B:Binge Drinking:Binge drinking among adults aged >=18 Years,3O:Chronic Pulmonary Disease:Chronic obstructive pulmonary disease among adults aged >=18 Years,3O:Cancer:Cancer (excluding skin cancer) among adults aged >=18 Years,1P:No Cholesterol Screening:Cholesterol screening among adults aged >=18 Years,3O:Chronic Kidney Disease:Chronic kidney disease among adults aged >=18 Years,"1P:No Colorectal Cancer Screening:Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years","1P:No Preventive services-older men:Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening","1P:No Preventive services-older women:Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",3O:Coronary Heart Disease:Coronary heart disease among adults aged >=18 Years,3O:Asthma:Current asthma among adults aged >=18 Years,2B:Current Smoking:Current smoking among adults aged >=18 Years,1P:No Dental Visit:Visits to dentist or dental clinic among adults aged >=18 Years,3O:Diabetes:Diagnosed diabetes among adults aged >=18 Years,1P:No Health Insurance:Current lack of health insurance among adults aged 18–64 Years,3O:High Blood Pressure:High blood pressure among adults aged >=18 Years,3O:High Cholesterol:High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1P:No Mammography:Mammography use among women aged 50–74 Years,3O:Mental Health:Mental health not good for >=14 days among adults aged >=18 Years,2B:Obesity:Obesity among adults aged >=18 Years,1P:No Pap Smear Test:Papanicolaou smear use among adult women aged 21–65 Years,3O:Physical Health:Physical health not good for >=14 days among adults aged >=18 Years,2B:Physical Inactivity:No leisure-time physical activity among adults aged >=18 Years,2B:Sleep < 7 hours:Sleeping less than 7 hours among adults aged >=18 Years,3O:Stroke:Stroke among adults aged >=18 Years,1P:Not Taking BP Medication:Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3O:All Teeth Lost:All teeth lost among adults aged >=65 Years,CityFIPS,PopulationCount,health_score,city_ascii,state_name,lat,lng,county_fips,county_name,cz,czname,statename,stateabbrv_x,life_q1_f,life_q2_f,life_q3_f,life_q4_f,life_q1_m,life_q2_m,life_q3_m,life_q4_m,expectancy_f,expectancy_m,"4L:Life Expectancy Top 25%:Life expectancy in years, Top Quartile Income","4L:Life Expectancy Bottom 25%:Life expectancy in years, Bottom Quartile Income",4L:Life Expectancy Average: Average Life Expectancy in Years,disparity_m,disparity_f,disparity_avg,FIPS,stateabbrv_y,health_rank
374,Alabama,Hoover,26.400000000000006,25.3,14.9,5.2,6.6,17.900000000000006,2.2,27.599999999999994,58.3,58.5,5.0,8.6,14.1,27.299999999999997,8.1,9.700000000000003,30.7,35.9,20.299999999999997,10.4,28.6,14.200000000000003,9.4,23.7,34.6,2.2,22.299999999999997,9.6,0135896,81619,76,Hoover,Alabama,33.405386699999994,-86.81137820000001,01073,Jefferson,10700.0,Birmingham,Alabama,AL,80.76,83.86,85.39,87.24,74.15,78.55,81.56,84.46,84.3,79.7,85.8,77.5,82.0,10.3,6.5,8.3,01073,AL,89
375,Ohio,Parma,28.0,28.7,19.1,8.0,7.6,23.0,2.7,36.0,64.6,70.4,7.1,9.6,20.8,31.900000000000006,10.0,10.099999999999994,32.5,35.3,26.799999999999997,12.4,28.5,20.799999999999997,12.6,27.5,35.7,3.2,19.299999999999997,15.5,3961000,81601,54,Parma,Ohio,41.404774200000006,-81.72290859999998,39035,Cuyahoga,15200.0,Cleveland,Ohio,OH,80.96,83.73,85.65,87.6,75.1,79.8,82.68,85.32,84.5,80.7,86.5,78.0,82.6,10.2,6.6,8.5,39035,OH,309
376,Idaho,Nampa,45.6,23.6,14.3,6.5,5.7,36.1,2.6,49.6,71.2,76.6,5.8,10.0,19.5,44.4,9.3,23.099999999999994,28.6,37.3,37.3,13.2,34.0,30.299999999999997,13.5,27.5,34.3,3.1,36.3,18.4,1656260,81557,44,Nampa,Idaho,43.57735551,-116.57792020000001,16027,Canyon,35801.0,Boise,Idaho,ID,82.81,85.87,86.38,88.35,78.07,82.13,84.28,86.83,85.9,82.8,87.6,80.4,84.4,8.8,5.5,7.2,16027,ID,413
377,Oklahoma,Edmond,34.2,20.3,15.5,5.1,6.1,25.0,2.1,35.900000000000006,58.0,56.9,4.9,8.6,16.0,31.799999999999997,7.6,10.299999999999997,27.2,33.9,25.599999999999994,10.7,25.2,18.5,9.5,24.2,31.7,2.2,25.900000000000006,11.9,4023200,81405,76,Edmond,Oklahoma,35.6567797,-97.50187849,40109,Oklahoma,33803.0,Oklahoma City,Oklahoma,OK,79.72,82.79,85.02,86.75,74.53,79.01,81.63,84.42,83.6,79.9,85.6,77.1,81.8,9.9,7.0,8.5,40109,OK,87
378,Illinois,Champaign,38.0,15.8,20.0,4.7,4.2,37.9,2.0,40.5,64.2,70.7,3.6,9.4,17.5,39.1,6.5,12.700000000000003,22.5,30.7,25.299999999999997,12.3,27.8,24.799999999999997,9.4,24.5,33.4,2.0,33.099999999999994,13.2,1712385,81055,70,Champaign,Illinois,40.116420500000004,-88.2433829,17019,Champaign,23500.0,Decatur,Illinois,IL,80.01,84.25,85.91,87.86,74.59,79.43,82.6,85.82,84.5,80.6,86.8,77.3,82.6,11.2,7.8,9.5,17019,IL,144
379,Michigan,Troy,27.599999999999994,25.7,17.7,5.3,7.0,17.299999999999997,2.4,29.900000000000006,65.3,62.6,5.3,8.7,14.5,21.799999999999997,8.0,7.599999999999994,29.7,39.1,20.599999999999994,8.9,23.6,16.599999999999994,9.0,19.2,34.0,2.3,24.0,8.5,2680700,80980,76,Troy,Michigan,42.6055893,-83.1499304,26125,Oakland,11600.0,Detroit,Michigan,MI,79.52,83.21,85.26,86.98,73.8,78.92,81.68,84.25,83.7,79.7,85.6,76.7,81.7,10.5,7.5,8.9,26125,MI,86
380,California,Livermore,36.2,19.5,19.1,4.4,6.0,20.900000000000006,2.1,32.3,65.4,69.5,4.3,8.8,12.2,27.900000000000006,7.1,8.299999999999997,23.8,29.9,23.0,10.6,20.4,14.599999999999994,9.8,16.4,31.1,2.1,31.099999999999994,7.7,0641992,80968,84,Livermore,California,37.6818745,-121.7680088,06001,Alameda,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06001,CA,32
381,Connecticut,Danbury,32.599999999999994,20.9,19.4,5.4,5.9,23.799999999999997,2.2,35.400000000000006,67.9,64.1,5.0,10.0,17.6,32.2,8.0,14.400000000000006,25.3,33.7,22.400000000000006,12.9,25.1,18.200000000000003,11.4,25.9,35.7,2.5,29.299999999999997,11.4,0918430,80893,68,Danbury,Connecticut,41.394816999999996,-73.45401109999999,09001,Fairfield,20901.0,Bridgeport,Connecticut,CT,82.61,84.4,86.09,87.95,77.37,80.43,82.98,85.79,85.3,81.6,86.9,80.0,83.4,8.4,5.3,6.9,09001,CT,169
382,Washington,Bellingham,39.8,21.5,18.4,5.9,5.9,34.900000000000006,2.5,32.7,64.6,66.6,5.1,10.5,16.2,33.7,7.1,11.200000000000003,23.5,34.9,28.5,12.7,24.9,23.700000000000003,11.1,18.0,26.7,2.5,32.5,12.4,5305280,80885,69,Bellingham,Washington,48.759552899999996,-122.4882249,53073,Whatcom,39302.0,Bellingham,Washington,WA,84.52,86.06,87.06,88.81,79.74,82.35,84.9,86.88,86.6,83.5,87.8,82.1,85.0,7.1,4.3,5.7,53073,WA,153
383,Indiana,Hammond,36.5,25.6,14.3,8.2,5.7,32.0,3.0,54.9,76.1,79.5,7.3,9.9,23.3,51.5,13.0,23.599999999999994,34.5,39.1,36.2,15.1,36.6,28.5,16.1,35.9,43.7,3.8,23.700000000000003,22.9,1831000,80830,26,Hammond,Indiana,41.583368799999995,-87.5000412,18089,Lake,14900.0,Gary,Indiana,IN,80.16,82.63,84.79,85.86,73.64,77.92,81.07,82.86,83.4,78.9,84.4,76.9,81.2,9.2,5.7,7.5,18089,IN,492
384,California,Buena Park,35.099999999999994,15.8,15.5,4.3,5.0,26.599999999999994,2.3,42.2,75.3,71.7,4.6,7.6,12.8,36.8,9.6,14.599999999999994,25.7,33.9,20.799999999999997,11.3,20.0,23.200000000000003,11.4,20.5,34.1,2.4,30.299999999999997,9.7,0608786,80530,73,Buena Park,California,33.867514299999996,-117.99811809999999,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,110
385,Texas,Longview,30.5,23.4,16.0,7.3,6.4,28.099999999999994,2.9,41.4,67.8,69.1,6.6,9.1,19.8,46.3,11.4,23.0,34.5,37.7,28.900000000000006,12.4,34.4,23.799999999999997,13.6,32.2,35.5,3.6,22.799999999999997,15.5,4843888,80455,43,Longview,Texas,32.5007038,-94.74048909999999,48183,Gregg,33400.0,Longview,Texas,TX,81.29,83.61,84.95,86.73,74.4,79.09,82.35,83.93,84.1,79.9,85.3,77.8,82.0,9.5,5.4,7.5,48183,TX,421
386,Indiana,Bloomington,41.9,15.6,19.1,5.3,3.9,46.2,2.0,39.1,68.1,73.3,3.7,9.8,20.4,41.6,5.3,16.200000000000003,19.6,29.3,31.200000000000003,14.7,25.6,30.700000000000003,10.2,24.0,34.6,1.8,36.8,14.1,1805860,80405,66,Bloomington,Indiana,39.165325,-86.5263857,18105,Monroe,14600.0,Bloomington,Indiana,IN,81.04,84.9,85.26,87.61,75.06,79.61,82.06,83.84,84.7,80.1,85.7,78.1,82.4,8.8,6.6,7.6,18105,IN,191
387,Rhode Island,Cranston,18.400000000000006,25.4,16.3,6.4,7.5,19.200000000000003,2.5,30.0,65.6,65.6,6.1,10.7,16.5,29.099999999999994,9.0,9.900000000000006,31.8,34.4,16.700000000000003,12.6,26.0,14.200000000000003,12.4,28.5,38.2,2.8,21.0,13.8,4419180,80387,67,Cranston,Rhode Island,41.7798226,-71.4372796,44007,Providence,20401.0,Providence,Rhode Island,RI,83.09,85.09,86.47,87.89,77.04,80.52,82.96,85.3,85.6,81.5,86.6,80.1,83.6,8.3,4.8,6.5,44007,RI,179
388,Indiana,Gary,27.200000000000003,32.6,10.0,10.2,6.2,28.099999999999994,4.5,54.7,81.4,83.7,9.7,12.0,26.0,60.6,21.0,22.299999999999997,49.2,42.1,32.400000000000006,16.1,45.3,29.799999999999997,19.5,40.7,51.3,6.8,16.900000000000006,30.4,1827000,80294,1,Gary,Indiana,41.5933696,-87.3464271,18089,Lake,14900.0,Gary,Indiana,IN,80.16,82.63,84.79,85.86,73.64,77.92,81.07,82.86,83.4,78.9,84.4,76.9,81.2,9.2,5.7,7.5,18089,IN,501
389,California,Lakewood,33.7,18.0,18.1,4.4,5.9,21.5,2.2,37.9,73.9,71.6,4.4,8.0,12.8,32.3,8.8,11.099999999999994,26.2,32.4,20.599999999999994,11.1,21.6,17.5,10.4,18.8,36.3,2.3,30.599999999999994,8.1,0639892,80048,76,Lakewood,California,33.853626899999995,-118.13395630000001,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,91
390,Michigan,Farmington Hills,26.299999999999997,27.3,17.3,5.7,7.4,17.599999999999994,2.6,29.599999999999994,65.4,63.8,5.7,9.3,15.1,23.099999999999994,8.6,8.200000000000003,32.0,38.8,20.099999999999994,9.4,26.0,15.299999999999997,9.6,20.1,35.0,2.7,23.0,9.0,2627440,79740,71,Farmington Hills,Michigan,42.4853125,-83.3771553,26125,Oakland,11600.0,Detroit,Michigan,MI,79.52,83.21,85.26,86.98,73.8,78.92,81.68,84.25,83.7,79.7,85.6,76.7,81.7,10.5,7.5,8.9,26125,MI,132
391,Missouri,O'Fallon,34.5,23.1,19.8,5.4,6.0,23.299999999999997,1.9,34.599999999999994,60.1,57.9,4.5,8.7,19.6,34.099999999999994,7.3,10.700000000000003,27.0,31.8,25.200000000000003,11.7,29.5,17.200000000000003,10.7,25.4,33.2,2.1,25.799999999999997,13.1,2954074,79329,70,O'Fallon,Missouri,38.8106075,-90.6998477,29183,Saint Charles,24701.0,St. Louis,Missouri,MO,80.22,83.34,85.39,87.37,74.41,78.96,81.96,84.62,84.1,80.0,86.0,77.3,82.0,10.2,7.2,8.7,29183,MO,148
392,Indiana,Carmel,30.700000000000003,22.1,15.1,4.2,6.7,17.599999999999994,2.1,30.5,63.3,66.0,4.6,7.8,11.4,19.900000000000006,7.3,6.5,28.9,34.8,23.0,8.6,26.8,13.700000000000003,8.2,17.7,29.4,1.9,25.0,7.9,1810342,79191,82,Carmel,Indiana,39.978371100000004,-86.1180435,18057,Hamilton,14200.0,Indianapolis,Indiana,IN,79.78,83.12,85.2,87.09,73.84,78.62,82.14,84.35,83.8,79.7,85.7,76.8,81.8,10.5,7.3,8.9,18057,IN,42
393,North Carolina,Concord,29.700000000000003,23.8,15.5,6.6,6.0,21.900000000000006,2.5,34.3,61.6,64.7,5.9,8.7,19.9,39.6,9.4,18.700000000000003,32.5,33.6,22.0,12.6,31.7,16.700000000000003,12.8,26.1,33.9,3.0,25.0,18.4,3714100,79066,59,Concord,North Carolina,35.4087517,-80.579511,37025,Cabarrus,900.0,Charlotte,North Carolina,NC,81.44,84.2,85.73,87.55,75.27,79.33,82.33,84.96,84.7,80.5,86.3,78.4,82.6,9.7,6.1,7.9,37025,NC,246
394,California,Merced,38.1,19.9,16.2,6.5,4.8,34.2,3.0,47.5,74.8,77.9,5.8,9.5,18.3,46.1,11.3,21.299999999999997,28.6,33.3,28.400000000000006,15.4,29.0,25.700000000000003,16.1,24.6,36.0,3.3,31.900000000000006,16.3,0646898,78958,48,Merced,California,37.3021633,-120.48296770000002,06047,Merced,37000.0,Modesto,California,CA,83.13,83.71,85.25,88.0,79.09,80.88,83.34,85.05,85.0,82.1,86.5,81.1,83.6,6.0,4.9,5.4,06047,CA,374
395,Wisconsin,Racine,30.799999999999997,23.7,20.3,6.3,5.9,28.299999999999997,2.7,37.4,72.0,71.1,6.0,10.6,22.9,40.2,9.9,15.400000000000006,32.8,35.4,23.299999999999997,13.0,36.8,20.299999999999997,13.9,27.6,36.4,3.3,26.400000000000006,18.3,5566000,78860,47,Racine,Wisconsin,42.7261309,-87.78285229999999,55101,Racine,24000.0,Kenosha,Wisconsin,WI,80.25,84.22,85.47,87.26,74.99,79.58,82.37,84.34,84.3,80.3,85.8,77.6,82.3,9.4,7.0,8.2,55101,WI,385
396,Texas,Sugar Land,28.700000000000003,18.1,14.7,3.9,5.8,19.200000000000003,2.1,36.9,68.5,65.1,4.3,6.8,10.7,30.299999999999997,9.0,12.099999999999994,28.0,36.7,23.900000000000006,7.8,23.6,21.200000000000003,8.4,23.8,33.0,2.0,21.799999999999997,7.5,4870808,78817,78,Sugar Land,Texas,29.6196787,-95.6349463,48157,Fort Bend,32000.0,Houston,Texas,TX,82.21,83.72,85.16,87.58,77.14,79.53,81.69,85.08,84.7,80.9,86.3,79.7,82.8,7.9,5.4,6.6,48157,TX,73
397,California,Hemet,33.3,28.9,14.3,9.2,8.5,26.099999999999994,3.8,41.7,74.6,75.3,9.5,9.3,17.6,44.1,13.3,17.900000000000006,37.8,40.2,26.400000000000006,14.4,29.4,23.700000000000003,17.5,28.2,36.9,4.9,24.099999999999994,17.2,0633182,78657,36,Hemet,California,33.7475203,-116.97196840000001,06065,Riverside,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06065,CA,466
398,California,Chino,35.400000000000006,16.8,18.0,4.1,4.3,26.700000000000003,2.2,40.9,72.8,73.6,4.0,8.3,14.5,38.8,8.8,15.099999999999994,25.7,32.2,22.299999999999997,12.0,27.9,16.700000000000003,11.5,23.0,36.7,2.1,35.400000000000006,10.9,0613210,77983,70,Chino,California,34.0122346,-117.68894399999999,06071,San Bernardino,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06071,CA,145
399,Florida,Largo,26.299999999999997,31.4,15.3,9.6,9.0,19.799999999999997,3.3,35.5,65.7,67.7,9.2,8.7,20.9,42.2,12.1,18.400000000000006,36.1,39.0,25.799999999999997,13.4,26.1,23.200000000000003,15.6,28.9,35.4,4.3,19.0,16.5,1239425,77648,44,Largo,Florida,27.909466499999997,-82.7873244,12103,Pinellas,6700.0,Tampa,Florida,FL,81.8,83.76,85.89,87.6,75.69,79.24,81.98,84.71,84.8,80.4,86.2,78.7,82.6,9.0,5.8,7.5,12103,FL,407
400,California,Menifee,33.400000000000006,24.5,17.1,6.5,7.7,23.0,2.9,35.7,72.9,71.4,7.1,8.5,14.5,34.400000000000006,10.6,12.599999999999994,32.8,36.3,22.599999999999994,12.0,26.3,17.599999999999994,13.2,23.0,35.6,3.4,26.0,12.4,0646842,77519,58,Menifee,California,33.728353999999996,-117.14642090000001,06065,Riverside,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06065,CA,255
401,Georgia,Albany,23.599999999999994,27.2,12.0,8.9,5.6,28.200000000000003,3.5,41.0,71.4,74.9,7.3,12.1,24.6,51.5,15.0,24.599999999999994,42.6,36.7,21.700000000000003,15.7,40.2,23.299999999999997,16.6,34.0,46.5,5.0,23.400000000000006,25.6,1301052,77434,27,Albany,Georgia,31.578507399999996,-84.155741,13095,Dougherty,10200.0,Albany,Georgia,GA,81.08,83.38,85.64,87.85,74.97,78.43,80.42,84.51,84.5,79.6,86.2,78.0,82.0,9.5,6.8,8.2,13095,GA,487
402,New Jersey,Camden,26.200000000000003,24.2,13.2,7.6,3.9,33.900000000000006,3.4,53.0,79.1,83.8,6.6,10.4,27.5,55.0,15.3,30.799999999999997,37.1,35.6,29.5,17.8,39.8,26.400000000000006,18.0,43.2,51.0,4.4,25.400000000000006,29.4,3410000,77344,19,Camden,New Jersey,39.9259463,-75.1196199,34007,Camden,19700.0,Philadelphia,Pennsylvania,PA,80.95,83.52,85.15,87.35,75.55,79.01,81.75,85.07,84.2,80.3,86.2,78.2,82.2,9.5,6.4,8.0,34007,NJ,495
403,California,Lake Forest,34.8,16.0,18.7,3.9,5.6,21.5,2.1,34.8,72.6,69.1,4.1,7.6,11.2,27.299999999999997,7.3,8.900000000000006,23.4,31.8,18.400000000000006,10.2,19.3,16.400000000000006,9.6,16.1,30.8,2.0,31.799999999999997,8.2,0639496,77264,85,Lake Forest,California,33.6469661,-117.689218,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,28
404,Texas,Edinburg,38.0,16.1,14.8,4.6,3.7,36.2,3.0,50.8,71.1,73.4,5.0,7.5,13.9,45.3,12.4,40.3,26.7,35.0,29.700000000000003,12.4,35.7,25.0,13.6,31.8,32.1,2.5,29.700000000000003,13.2,4822660,77100,46,Edinburg,Texas,26.3017374,-98.1633433,48215,Hidalgo,31600.0,Brownsville,Texas,TX,86.0,85.85,86.08,87.68,81.09,82.43,83.25,84.69,86.4,82.9,86.2,83.5,84.6,3.6,1.7,2.7,48215,TX,397
405,New York,New Rochelle,29.700000000000003,22.8,16.2,5.3,6.6,21.200000000000003,2.5,35.7,69.6,68.1,5.7,9.6,14.1,34.5,9.4,13.0,28.7,36.8,23.700000000000003,11.1,24.4,17.299999999999997,11.3,28.6,39.2,2.8,24.700000000000003,13.4,3650617,77062,66,New Rochelle,New York,40.9114882,-73.78235490000002,36119,Westchester,19400.0,New York City,New York,NY,84.93,85.1,85.82,87.84,80.37,81.2,82.68,85.56,85.9,82.5,86.7,82.6,84.2,5.2,2.9,4.1,36119,NY,183
406,Texas,Mission,35.5,19.9,13.5,5.7,5.0,31.599999999999994,3.3,48.6,69.5,71.7,6.6,7.6,13.6,44.7,14.2,39.8,30.8,38.5,30.599999999999994,12.2,35.8,25.0,14.8,33.0,31.5,3.2,24.900000000000006,14.9,4848768,77058,40,Mission,Texas,26.2159066,-98.3252932,48215,Hidalgo,31600.0,Brownsville,Texas,TX,86.0,85.85,86.08,87.68,81.09,82.43,83.25,84.69,86.4,82.9,86.2,83.5,84.6,3.6,1.7,2.7,48215,TX,436
407,California,Napa,36.4,20.7,18.8,5.7,6.6,24.599999999999994,2.5,37.2,71.9,71.0,5.6,8.8,14.7,33.400000000000006,8.8,13.200000000000003,28.1,34.1,24.200000000000003,12.1,25.2,17.400000000000006,12.3,19.9,30.6,2.8,29.799999999999997,11.3,0650258,76915,66,Napa,California,38.2971367,-122.28552930000001,06055,Napa,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06055,CA,187
408,California,Redwood City,36.5,16.6,18.4,4.1,5.6,23.900000000000006,2.3,35.599999999999994,70.2,68.5,4.3,8.0,11.7,31.599999999999994,8.0,12.799999999999997,25.3,29.6,22.400000000000006,10.8,23.3,16.5,10.6,18.3,32.0,2.1,32.099999999999994,8.3,0660102,76815,79,Redwood City,California,37.4852152,-122.2363548,06081,San Mateo,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06081,CA,64
409,Indiana,Fishers,33.7,18.0,17.7,3.5,5.1,20.799999999999997,1.7,31.599999999999994,63.8,65.3,3.3,8.0,13.0,21.400000000000006,5.8,7.299999999999997,24.2,30.2,23.0,9.4,27.8,12.799999999999997,7.5,17.4,31.1,1.5,31.299999999999997,7.8,1823278,76794,87,Fishers,Indiana,39.9555928,-86.01387290000001,18057,Hamilton,14200.0,Indianapolis,Indiana,IN,79.78,83.12,85.2,87.09,73.84,78.62,82.14,84.35,83.8,79.7,85.7,76.8,81.8,10.5,7.3,8.9,18057,IN,22
410,Missouri,St. Joseph,31.099999999999994,28.6,16.5,8.4,6.9,28.700000000000003,2.6,41.5,63.8,64.5,6.9,9.7,24.9,47.2,10.8,16.5,33.9,39.6,30.200000000000003,14.3,34.0,23.700000000000003,15.0,30.8,37.3,3.4,22.5,21.3,2964550,76780,41,St. Joseph,Missouri,39.7686055,-94.8466322,29021,Buchanan,29503.0,St. Joseph,Missouri,MO,80.04,84.4,85.08,86.56,74.76,79.51,82.06,84.59,84.0,80.2,85.6,77.4,82.1,9.8,6.5,8.2,29021,MO,433
411,Georgia,Johns Creek,27.0,18.4,17.2,3.8,5.5,15.5,1.9,32.5,62.9,61.0,3.6,7.7,11.4,21.099999999999994,7.1,9.099999999999994,26.8,32.5,19.200000000000003,8.4,21.4,13.799999999999997,7.7,18.5,34.1,1.7,26.700000000000003,7.0,1342425,76728,89,Johns Creek,Georgia,34.0289259,-84.19857900000001,13121,Fulton,9100.0,Atlanta,Georgia,GA,81.75,84.28,85.68,87.71,76.39,79.57,82.31,85.16,84.9,80.9,86.4,79.1,82.9,8.8,6.0,7.3,13121,GA,16
412,Oregon,Bend,38.9,23.9,18.6,5.1,6.7,25.900000000000006,2.4,34.900000000000006,63.4,70.8,5.0,9.4,16.2,31.400000000000006,7.8,9.5,24.5,33.2,27.0,12.1,23.7,18.200000000000003,11.1,15.5,30.0,2.5,29.599999999999994,11.5,4105800,76639,72,Bend,Oregon,44.058172799999994,-121.31530959999999,41017,Deschutes,39203.0,Bend,Oregon,OR,83.62,85.49,87.13,89.23,78.88,82.62,84.47,87.28,86.4,83.3,88.3,81.2,84.8,8.4,5.6,7.1,41017,OR,125
413,California,Bellflower,35.8,17.4,17.1,4.9,4.8,28.0,2.5,45.2,77.3,76.6,4.7,8.6,15.5,43.0,10.5,18.5,27.1,32.6,23.099999999999994,13.5,25.9,20.700000000000003,12.9,23.3,39.4,2.7,32.8,11.6,0604982,76616,61,Bellflower,California,33.8816819,-118.1170117,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,229
414,Illinois,Bloomington,35.400000000000006,20.7,19.9,5.2,5.9,25.400000000000006,2.2,39.1,64.8,70.4,4.8,8.7,15.9,32.2,7.8,9.299999999999997,27.1,32.3,25.700000000000003,10.7,29.8,18.5,9.9,24.6,33.4,2.4,26.200000000000003,14.0,1706613,76610,68,Bloomington,Illinois,40.4842027,-88.9936873,17113,McLean,23400.0,Bloomington,Illinois,IL,79.23,83.08,85.19,86.59,74.04,79.0,81.84,85.14,83.5,80.0,85.9,76.6,81.8,11.1,7.4,9.3,17113,IL,163
415,Massachusetts,Lawrence,27.099999999999994,22.7,15.5,6.8,4.4,32.8,3.1,43.6,77.1,78.8,6.3,10.5,21.8,46.7,12.9,23.799999999999997,28.4,35.9,22.0,17.3,33.6,17.099999999999994,16.6,39.4,42.8,3.1,28.0,23.8,2534550,76377,40,Lawrence,Massachusetts,42.7070354,-71.1631137,25009,Essex,20500.0,Boston,Massachusetts,MA,83.18,84.25,86.02,87.92,78.15,80.49,82.94,85.63,85.3,81.8,86.8,80.7,83.6,7.5,4.7,6.1,25009,MA,446
416,Arizona,Avondale,36.2,16.7,15.5,5.3,4.3,31.299999999999997,2.5,43.4,71.7,72.5,4.1,9.3,17.3,43.6,9.2,22.5,24.8,32.7,24.099999999999994,13.3,29.8,20.299999999999997,12.3,26.2,37.0,2.3,34.099999999999994,15.3,0404720,76238,61,Avondale,Arizona,33.4355977,-112.3496021,04013,Maricopa,35001.0,Phoenix,Arizona,AZ,82.6,84.37,85.99,87.42,77.36,80.31,82.7,85.1,85.1,81.4,86.3,80.0,83.2,7.7,4.8,6.3,04013,AZ,228
417,Texas,Bryan,31.799999999999997,16.7,17.9,6.0,4.8,33.900000000000006,2.6,40.9,65.5,69.3,5.1,8.8,16.7,39.2,10.1,28.5,27.6,33.7,28.5,12.9,32.4,25.0,12.6,29.1,33.3,2.8,26.200000000000003,14.3,4810912,76201,54,Bryan,Texas,30.674364299999997,-96.3699632,48041,Brazos,31800.0,College Station,Texas,TX,81.07,84.59,84.57,87.89,76.29,79.84,81.48,85.25,84.5,80.7,86.6,78.7,82.6,9.0,6.8,7.9,48041,TX,304
418,Illinois,Decatur,31.5,28.1,16.0,8.4,7.4,25.799999999999997,3.1,43.3,66.4,73.2,7.8,10.2,22.1,42.6,12.1,13.099999999999994,37.0,39.0,28.599999999999994,13.2,34.0,23.599999999999994,14.4,31.7,35.5,4.1,21.200000000000003,18.9,1718823,76122,40,Decatur,Illinois,39.84031470000001,-88.9548001,17115,Macon,23500.0,Decatur,Illinois,IL,80.01,84.25,85.91,87.86,74.59,79.43,82.6,85.82,84.5,80.6,86.8,77.3,82.6,11.2,7.8,9.5,17115,IL,441
419,Pennsylvania,Scranton,27.700000000000003,30.0,16.5,8.6,7.1,28.299999999999997,2.9,42.2,67.1,74.3,7.7,10.0,23.9,40.2,10.9,14.400000000000006,33.3,37.4,30.0,13.9,31.2,25.799999999999997,14.0,31.6,38.4,3.7,22.200000000000003,19.5,4269000,76089,42,Scranton,Pennsylvania,41.408969,-75.66241219999999,42069,Lackawanna,18800.0,Scranton,Pennsylvania,PA,81.86,84.14,85.74,87.19,75.22,79.4,82.37,84.03,84.7,80.3,85.6,78.5,82.5,8.8,5.3,7.1,42069,PA,429
